Time (s),Power (dBm),Percentage (%)
0.334247112,-53,94
0.834020138,-53,94
1.334314823,-51,98
1.833970547,-53,94
2.334154129,-51,98
2.834132671,-53,94
3.334104061,-53,94
3.833974838,-53,94
4.334236622,-51,98
4.833909035,-51,98
5.334061146,-57,86
5.834342957,-61,78
6.334378719,-67,66
6.834300518,-64,72
7.334509373,-60,80
7.834179401,-65,70
8.334356308,-64,72
8.834227085,-63,74
9.334504128,-53,94
9.834161282,-59,82
10.334314823,-53,94
10.834321976,-55,90
11.334377766,-57,86
11.834106445,-51,98
12.334390640,-55,90
12.834083080,-60,80
13.334240913,-59,82
13.834206581,-60,80
14.334201336,-59,82
14.834190845,-59,82
15.334312916,-53,94
15.833993435,-53,94
16.334326267,-57,86
16.834134102,-62,76
17.334133148,-55,90
17.834139347,-57,86
18.334285736,-55,90
18.833875179,-53,94
19.334208012,-69,62
19.833898067,-60,80
20.333999634,-53,94
20.834026337,-51,98
21.334039211,-53,94
21.834035873,-59,82
22.334053993,-59,82
22.833801746,-65,70
23.334140778,-75,50
23.833755970,-71,58
24.334044933,-69,62
24.834072113,-69,62
25.334002495,-71,58
25.834011555,-69,62
26.333996296,-69,62
26.833806038,-67,66
27.334116459,-69,62
27.833933830,-69,62
28.333949566,-67,66
28.833934307,-71,58
29.333903790,-67,66
29.833898067,-67,66
30.334039211,-64,72
30.833736420,-53,94
31.334065437,-57,86
31.833790779,-49,100
32.334053516,-51,98
32.834038258,-53,94
33.334154606,-57,86
33.833809853,-51,98
34.334297657,-47,100
34.833995342,-51,98
35.334274292,-73,54
35.834078789,-53,94
36.334110737,-55,90
36.834089279,-51,98
37.334128380,-51,98
37.833836079,-53,94
38.334193230,-62,76
38.834062576,-53,94
39.334282875,-55,90
